Status	Gene_ID	Location	NR_blast_Eval	NR_hit	SP_blast_Eval	SP_hit
non-coding	CHS.1876	chr1:67303272-67306378:+	3e-19	EHH16412.1, hypothetical protein EGK_11692, partial [Macaca mulatta]	2.19e-17	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.1885	chr1:67612444-67626841:+	2e-26	CAE98607.1, unnamed protein product, partial [Homo sapiens]	2.07e-16	sp|Q6B4Z3|UTY_PANTR, Histone demethylase UTY OS=Pan troglodytes GN=UTY PE=2 SV=1
coding	CHS.18850	chr16:2677484-2682406:+	3e-94	EAW85493.1, hCG1992413 [Homo sapiens]	-	-
non-coding	CHS.18917	chr16:3236355-3239708:+	3e-16	EHH14291.1, hypothetical protein EGK_00186, partial [Macaca mulatta]	-	-
discard	CHS.18979	chr16:4600774-4606217:-	1e-17	EHH17280.1, hypothetical protein EGK_13646, partial [Macaca mulatta]	-	-
non-coding	CHS.19036	chr16:8872899-8878248:-	1e-28	EHH18962.1, hypothetical protein EGK_19562, partial [Macaca mulatta]	1.04e-22	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
non-coding	CHS.19040	chr16:9059281-9068549:-	2e-20	EAW84173.1, hCG2002514 [Homo sapiens]	-	-
non-coding	CHS.19099	chr16:11532166-11546043:+	1e-35	EHH60270.1, hypothetical protein EGM_11598, partial [Macaca fascicularis]	9.47e-30	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
non-coding	CHS.19132	chr16:12627845-12630464:-	2e-20	AAF69654.1, PRO2822 [Homo sapiens]	-	-
non-coding	CHS.19146	chr16:13831466-13835542:+	9e-28	BAH12795.1, unnamed protein product [Homo sapiens]	5.38e-19	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.19177	chr16:14959806-14972042:-	3e-36	EHH19734.1, hypothetical protein EGK_02450, partial [Macaca mulatta]	3.02e-30	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1
discard	CHS.19219	chr16:17560797-17565546:-	2e-37	EHH57573.1, hypothetical protein EGM_07242, partial [Macaca fascicularis]	1.64e-33	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
non-coding	CHS.19345	chr16:22541138-22543399:+	9e-35	CAF17612.1, unnamed protein product, partial [Homo sapiens]	8.89e-28	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.19397	chr16:25274632-25277638:+	2e-30	EHH66749.1, hypothetical protein EGM_03798, partial [Macaca fascicularis]	2.04e-19	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.19438	chr16:28372654-28379360:-	6e-78	EAW57759.1, hCG2038827, partial [Homo sapiens]	-	-
non-coding	CHS.19484	chr16:29406417-29408322:+	6e-30	EHH52138.1, hypothetical protein EGM_12528, partial [Macaca fascicularis]	2.55e-23	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.19499	chr16:29613885-29617890:+	2e-32	EHH66749.1, hypothetical protein EGM_03798, partial [Macaca fascicularis]	7.30e-26	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
non-coding	CHS.19582	chr16:30678364-30681512:+	7e-30	CAF16783.1, unnamed protein product, partial [Homo sapiens]	6.75e-23	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
discard	CHS.19590	chr16:30809146-30813673:-	9e-19	EHH57996.1, hypothetical protein EGM_07753, partial [Macaca fascicularis]	-	-
non-coding	CHS.19592	chr16:30826619-30833515:+	1e-37	EHH18371.1, hypothetical protein EGK_14950, partial [Macaca mulatta]	1.29e-23	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1
discard	CHS.19631	chr16:31383249-31384579:-	5e-20	BAC04924.1, unnamed protein product [Homo sapiens]	-	-
coding	CHS.19680	chr16:33335941-33340004:+	1e-21	XP_017171833.1, PREDICTED: uncharacterized protein LOC108168203 [Mus musculus]	2.20e-23	sp|A1X158|FP1V1_PERVI, Foot protein 1 variant 1 OS=Perna viridis GN=fp-1 PE=1 SV=1
non-coding	CHS.19685	chr16:33505254-33516837:-	9e-26	BAB21923.1, hypothetical protein [Macaca fascicularis]	-	-
coding	CHS.19686	chr16:33523082-33532313:-	9e-54	EAW59499.1, hCG2038561, partial [Homo sapiens]	-	-
coding	CHS.19726	chr16:38276130-38279308:-	7e-20	EGV91149.1, hypothetical protein I79_026257 [Cricetulus griseus]	-	-
discard	CHS.19737	chr16:46652329-46655578:-	4e-38	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.19750	chr16:46999621-47001283:+	1e-39	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.19825	chr16:51129368-51133253:+	5e-42	EHH64004.1, hypothetical protein EGM_17106, partial [Macaca fascicularis]	3.69e-34	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.20033	chr16:60341117-60345438:+	2e-25	CAE94144.1, unnamed protein product [Homo sapiens]	2.28e-16	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
discard	CHS.20043	chr16:62101857-62130645:+	6e-21	EHH17280.1, hypothetical protein EGK_13646, partial [Macaca mulatta]	6.30e-20	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
discard	CHS.20161	chr16:67890095-67893242:-	2e-24	EHH64306.1, hypothetical protein EGM_17487, partial [Macaca fascicularis]	9.06e-16	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.20192	chr16:68598501-68599891:-	1e-48	EHH60270.1, hypothetical protein EGM_11598, partial [Macaca fascicularis]	3.95e-43	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.20212	chr16:69478922-69480781:+	1e-26	XP_016814489.1, PREDICTED: protein GVQW2-like, partial [Pan troglodytes]	1.15e-24	sp|A0A096LPI5|GVQW2_HUMAN, Protein GVQW2 OS=Homo sapiens GN=GVQW2 PE=4 SV=1
non-coding	CHS.20379	chr16:77002916-77108961:-	2e-29	EHH65544.1, hypothetical protein EGM_02322, partial [Macaca fascicularis]	-	-
coding	CHS.20422	chr16:80578113-80593618:+	4e-136	XP_014197352.1, PREDICTED: uncharacterized protein LOC106633932 [Pan paniscus]	-	-
non-coding	CHS.20428	chr16:80918428-80932819:-	1e-26	CAE89712.1, unnamed protein product [Homo sapiens]	8.14e-22	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
non-coding	CHS.20565	chr16:86018732-86027681:+	3e-46	AAG35515.1, PRO2550 [Homo sapiens]	4.57e-25	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
discard	CHS.20576	chr16:86302374-86321858:-	3e-27	EHH59533.1, hypothetical protein EGM_09670, partial [Macaca fascicularis]	2.10e-17	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
coding	CHS.20594	chr16:86670268-86698033:+	2e-27	ELR53142.1, hypothetical protein M91_08612, partial [Bos mutus]	-	-
non-coding	CHS.20720	chr16:89247705-89252366:+	3e-17	CAF01714.1, unnamed protein product, partial [Homo sapiens]	-	-
discard	CHS.20800	chr16_KI270728v1_random:1535231-1545271:-	3e-36	EAW68953.1, hCG1814039, partial [Homo sapiens]	1.45e-29	sp|Q8N976|YG039_HUMAN, Putative uncharacterized protein FLJ38264 OS=Homo sapiens PE=5 SV=1
coding	CHS.20806	chr16_KI270728v1_random:1823580-1831296:-	9e-54	EAW59499.1, hCG2038561, partial [Homo sapiens]	-	-
coding	CHS.20828	chr16_KI270853v1_alt:775435-778492:-	4e-35	XP_016802200.1, PREDICTED: LOW QUALITY PROTEIN: nodal modulator 1 [Pan troglodytes]	9.59e-35	sp|Q15155|NOMO1_HUMAN, Nodal modulator 1 OS=Homo sapiens GN=NOMO1 PE=1 SV=5
non-coding	CHS.20892	chr17:722531-732316:+	9e-18	CAD33452.1, unnamed protein product [Homo sapiens]	-	-
discard	CHS.20914	chr17:1265997-1268302:-	2e-30	EHH50766.1, hypothetical protein EGM_01641 [Macaca fascicularis]	3.91e-23	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.20933	chr17:1688593-1690665:-	1e-41	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.20943	chr17:1918864-1924059:-	7e-27	XP_014202723.1, PREDICTED: protein GVQW1-like, partial [Pan paniscus]	5.34e-23	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.21016	chr17:3853665-3858936:+	1e-28	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	3.07e-20	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
non-coding	CHS.21157	chr17:7142269-7173363:-	1e-30	EHH61346.1, hypothetical protein EGM_19342, partial [Macaca fascicularis]	6.60e-24	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
discard	CHS.21159	chr17:7154697-7168454:+	3e-21	EAX08724.1, hCG2038303, partial [Homo sapiens]	-	-
non-coding	CHS.21183	chr17:7377118-7377719:-	5e-19	CAF14439.1, unnamed protein product, partial [Homo sapiens]	-	-
discard	CHS.21200	chr17:7547003-7548846:+	3e-28	CAJ42752.1, unnamed protein product [Homo sapiens]	-	-
discard	CHS.2124	chr1:87633310-87635612:-	4e-28	CAF16051.2, unnamed protein product, partial [Homo sapiens]	1.09e-18	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
non-coding	CHS.21366	chr17:13306908-13318136:+	1e-23	BAE90042.1, unnamed protein product [Macaca fascicularis]	3.37e-16	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
discard	CHS.21428	chr17:16353597-16371701:+	5e-29	BAC85346.1, unnamed protein product [Homo sapiens]	1.11e-20	sp|Q8N976|YG039_HUMAN, Putative uncharacterized protein FLJ38264 OS=Homo sapiens PE=5 SV=1
discard	CHS.21469	chr17:17441696-17446296:-	2e-29	AAM46782.1, hepatocellular carcinoma-associated antigen HCA25a [Homo sapiens]	-	-
discard	CHS.215	chr1:4019392-4055669:+	7e-28	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	1.33e-22	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
non-coding	CHS.21569	chr17:19898467-19904206:+	1e-26	EAW86211.1, protein tyrosine phosphatase-like (proline instead of catalytic arginine), member A, isoform CRA_b [Homo sapiens]	-	-
discard	CHS.21589	chr17:20684393-20686121:+	2e-41	EAW51232.1, hCG1820357 [Homo sapiens]	-	-
discard	CHS.21640	chr17:27212093-27213314:-	9e-83	AAK08113.1, FKSG69 [Homo sapiens]	-	-
discard	CHS.21723	chr17:29057529-29063866:+	5e-16	BAE91211.1, unnamed protein product [Macaca fascicularis]	-	-
discard	CHS.21817	chr17:32391126-32394789:-	4e-18	EHH60270.1, hypothetical protein EGM_11598, partial [Macaca fascicularis]	7.60e-19	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1
discard	CHS.21818	chr17:32392423-32401039:-	2e-32	EHH55556.1, hypothetical protein EGM_04788, partial [Macaca fascicularis]	5.68e-30	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.21878	chr17:34396259-34406665:-	2e-28	EHH55734.1, hypothetical protein EGM_04997, partial [Macaca fascicularis]	6.17e-23	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
discard	CHS.21884	chr17:34758828-34760517:-	4e-16	EHH50885.1, hypothetical protein EGM_01780, partial [Macaca fascicularis]	-	-
non-coding	CHS.219	chr1:4553352-4571350:-	2e-32	EHH51985.1, hypothetical protein EGM_12341, partial [Macaca fascicularis]	2.33e-22	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1
discard	CHS.21962	chr17:36339479-36346700:+	3e-18	JAA41200.1, deltex 3-like [Pan troglodytes]	-	-
discard	CHS.22008	chr17:38019917-38027930:+	3e-18	JAA41200.1, deltex 3-like [Pan troglodytes]	-	-
non-coding	CHS.22012	chr17:38295979-38296890:+	3e-19	EHH18371.1, hypothetical protein EGK_14950, partial [Macaca mulatta]	-	-
discard	CHS.22023	chr17:38608784-38632322:+	1e-42	AAP34472.1, LP3428 [Homo sapiens]	-	-
non-coding	CHS.22039	chr17:38863871-38865441:+	3e-19	EHH58869.1, hypothetical protein EGM_08825, partial [Macaca fascicularis]	5.24e-18	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
non-coding	CHS.22040	chr17:38864079-38864759:-	5e-16	CAF16575.1, unnamed protein product, partial [Homo sapiens]	-	-
non-coding	CHS.2209	chr1:92021312-92030387:-	3e-39	EAW51232.1, hCG1820357 [Homo sapiens]	-	-
discard	CHS.22265	chr17:42447960-42450053:+	5e-42	AAP34472.1, LP3428 [Homo sapiens]	-	-
discard	CHS.2228	chr1:92978169-92985747:+	3e-38	BAE89454.1, unnamed protein product [Macaca fascicularis]	7.49e-17	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.22304	chr17:42917175-42923885:+	4e-21	CAE91442.1, unnamed protein product [Homo sapiens]	-	-
non-coding	CHS.22330	chr17:43307433-43324117:+	4e-29	CAJ42752.1, unnamed protein product [Homo sapiens]	1.61e-16	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1
discard	CHS.22339	chr17:43426592-43442486:+	2e-43	EHH18371.1, hypothetical protein EGK_14950, partial [Macaca mulatta]	2.84e-33	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
discard	CHS.22340	chr17:43433267-43439616:-	1e-31	EHH59533.1, hypothetical protein EGM_09670, partial [Macaca fascicularis]	1.11e-17	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
discard	CHS.22349	chr17:43710442-43713230:+	1e-17	EAW54940.1, hCG2038983, partial [Homo sapiens]	-	-
discard	CHS.22391	chr17:44278487-44281718:-	1e-41	AAG35515.1, PRO2550 [Homo sapiens]	9.50e-27	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1
discard	CHS.22403	chr17:44504920-44507539:-	3e-28	EAW56733.1, similar to zinc finger protein 569, isoform CRA_a [Homo sapiens]	4.56e-19	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
discard	CHS.22457	chr17:45494379-45502889:-	1e-37	EAW81162.1, hCG1814203 [Homo sapiens]	1.38e-17	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
non-coding	CHS.22458	chr17:45494502-45500257:+	1e-28	BAB70813.1, unnamed protein product [Homo sapiens]	7.49e-18	sp|Q96CB5|CH044_HUMAN, Putative uncharacterized protein C8orf44 OS=Homo sapiens GN=C8orf44 PE=2 SV=2
discard	CHS.22515	chr17:47502931-47522902:-	3e-31	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	1.42e-22	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.22570	chr17:48708512-48710695:-	1e-23	CAF17222.1, unnamed protein product, partial [Homo sapiens]	-	-
non-coding	CHS.22599	chr17:49233724-49239263:+	6e-39	BAE91091.1, unnamed protein product [Macaca fascicularis]	1.89e-23	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
non-coding	CHS.22656	chr17:50222741-50223327:+	2e-24	EAW78227.1, hCG1811714 [Homo sapiens]	-	-
discard	CHS.22661	chr17:50297229-50342692:+	2e-28	EHH60881.1, hypothetical protein EGM_18770, partial [Macaca fascicularis]	5.79e-23	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.22674	chr17:50486940-50490519:+	2e-21	EAW99473.1, hCG2038249, partial [Homo sapiens]	-	-
discard	CHS.22754	chr17:56878760-56880828:+	2e-25	EHH66747.1, hypothetical protein EGM_03796, partial [Macaca fascicularis]	-	-
discard	CHS.22764	chr17:57061296-57072414:+	4e-29	EAX06591.1, hCG2039110, partial [Homo sapiens]	2.99e-22	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.2290	chr1:95868428-95871292:+	1e-38	BAE91091.1, unnamed protein product [Macaca fascicularis]	4.17e-26	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
discard	CHS.22914	chr17:62900112-62903704:-	1e-36	EHH22620.1, hypothetical protein EGK_05928, partial [Macaca mulatta]	1.57e-35	sp|A0A096LPI5|GVQW2_HUMAN, Protein GVQW2 OS=Homo sapiens GN=GVQW2 PE=4 SV=1
coding	CHS.22924	chr17:63456938-63457601:-	2e-81	AAK08111.1, FKSG67 [Homo sapiens]	-	-
discard	CHS.2294	chr1:96468045-96472521:-	5e-41	EAW51232.1, hCG1820357 [Homo sapiens]	-	-
discard	CHS.22977	chr17:64676611-64679711:+	2e-32	CAF17612.1, unnamed protein product, partial [Homo sapiens]	2.95e-25	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.23033	chr17:67709794-67717797:-	4e-20	EAX04212.1, polymerase (DNA directed), eta, isoform CRA_c [Homo sapiens]	2.88e-18	sp|Q8N976|YG039_HUMAN, Putative uncharacterized protein FLJ38264 OS=Homo sapiens PE=5 SV=1
discard	CHS.23040	chr17:68020112-68027582:+	2e-22	CAF16521.1, unnamed protein product, partial [Homo sapiens]	1.01e-29	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.23090	chr17:69555052-69572524:+	2e-26	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	4.27e-24	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.23112	chr17:70882628-70921115:+	6e-21	CAE98892.1, unnamed protein product, partial [Homo sapiens]	-	-
non-coding	CHS.23113	chr17:70884813-70947842:-	1e-29	EHH59533.1, hypothetical protein EGM_09670, partial [Macaca fascicularis]	5.27e-18	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
non-coding	CHS.23153	chr17:73272740-73283515:-	7e-46	CAD69516.1, unnamed protein product [Homo sapiens]	3.99e-42	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.23155	chr17:73276507-73278093:+	7e-56	EAW89122.1, hCG2039054, partial [Homo sapiens]	6.85e-30	sp|Q8N976|YG039_HUMAN, Putative uncharacterized protein FLJ38264 OS=Homo sapiens PE=5 SV=1
non-coding	CHS.23245	chr17:75203422-75205353:+	9e-53	EHH53367.1, hypothetical protein EGM_13996, partial [Macaca fascicularis]	3.87e-32	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
discard	CHS.23374	chr17:77696764-77701847:-	7e-30	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	1.03e-18	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.23440	chr17:78982617-78991548:-	2e-30	EHH17280.1, hypothetical protein EGK_13646, partial [Macaca mulatta]	-	-
discard	CHS.23582	chr17:81949418-81952240:-	5e-16	CAE91414.1, unnamed protein product [Homo sapiens]	-	-
coding	CHS.23665	chr17_GL000205v2_random:59399-71535:-	9e-21	XP_016802708.1, PREDICTED: uncharacterized protein LOC107972551 [Pan troglodytes]	-	-
discard	CHS.23699	chr17_GL000258v2_alt:1188847-1201342:+	6e-33	BAC04924.1, unnamed protein product [Homo sapiens]	2.59e-19	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1
discard	CHS.23700	chr17_GL000258v2_alt:1204056-1209249:-	3e-30	EHH60270.1, hypothetical protein EGM_11598, partial [Macaca fascicularis]	6.40e-26	sp|Q8N976|YG039_HUMAN, Putative uncharacterized protein FLJ38264 OS=Homo sapiens PE=5 SV=1
discard	CHS.23701	chr17_GL000258v2_alt:1233092-1263326:+	3e-17	EAW65946.1, chromosome 14 open reading frame 126, isoform CRA_b [Homo sapiens]	-	-
discard	CHS.23702	chr17_GL000258v2_alt:1237523-1260865:-	9e-62	AAK21302.1, FKSG49 [Homo sapiens]	-	-
coding	CHS.23703	chr17_GL000258v2_alt:1245353-1264407:+	8e-45	XP_008957429.1, PREDICTED: nucleosome-remodeling factor subunit NURF301-like, partial [Pan paniscus]	1.25e-34	sp|Q12830|BPTF_HUMAN, Nucleosome-remodeling factor subunit BPTF OS=Homo sapiens GN=BPTF PE=1 SV=3
coding	CHS.23720	chr17_GL383563v3_alt:147119-153057:+	2e-30	EAW90674.1, hCG1804024 [Homo sapiens]	9.58e-16	sp|P20481|BUCC_APLCA, Buccalin OS=Aplysia californica PE=1 SV=2
discard	CHS.23956	chr18:140315-142608:-	2e-31	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	2.06e-21	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1
discard	CHS.24053	chr18:5299184-5307439:+	8e-26	EAW56745.1, zinc finger protein 30 homolog (mouse), partial [Homo sapiens]	-	-
coding	CHS.24083	chr18:7455844-7461135:-	-	-	-	-
non-coding	CHS.24098	chr18:8974487-8998943:+	5e-41	EHH20863.1, hypothetical protein EGK_03802, partial [Macaca mulatta]	1.07e-28	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1
non-coding	CHS.24099	chr18:9008786-9017655:-	5e-39	AAG35515.1, PRO2550 [Homo sapiens]	8.56e-31	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1
discard	CHS.24114	chr18:9433219-9441283:-	6e-37	EHH14636.1, hypothetical protein EGK_00596, partial [Macaca mulatta]	1.35e-27	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1
discard	CHS.24117	chr18:9543057-9545805:-	2e-39	BAE91091.1, unnamed protein product [Macaca fascicularis]	9.30e-26	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2
