Status	Transcript_ID	Gene_ID	Location	Transcript_Length	No_of_exons	No_of_samples	Average_TPM	Maximum_TPM	NR_Eval	NR_hit	SP_Eval	SP_hit	CDD_Eval	Pfam_Eval	CDSlen	CDSreps	CDSrepeatcov	ALU_cdcov	LINE_cdcov	GencodeCall
non-coding	CHS.49492.2	CHS.49492	chr6_GL000256v2_alt:2369761-2371642:-	1882	1	26	10.5363666923077	73.369843	2e-41	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	222	Retroposon|SVA:222	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.29190.2	CHS.29190	chr2:36330724-36348640:+	1075	2	18	1.39632538888889	1.893185	7e-24	EHH27543.1, hypothetical protein EGK_17760, partial [Macaca mulatta]	1.39e-21	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1	-	-	318	SINE|Alu:219	68.9	68.9	0	SINE/Alu
coding	CHS.25850.2	CHS.25850	chr19:13837207-13842326:-	5074	2	1	1.023079	1.023079	2e-83	BAC85217.1, unnamed protein product [Homo sapiens]	2.83e-86	sp|Q6ZPA2|YS039_HUMAN, Putative uncharacterized protein FLJ26174 OS=Homo sapiens PE=2 SV=1	-	-	-	-	-	-	-	-
non-coding	CHS.47824.7	CHS.47824	chr6:151393732-151400928:+	7197	1	6992	4.66308400600686	26.306381	9e-30	EHH59362.1, hypothetical protein EGM_09449, partial [Macaca fascicularis]	5.12e-24	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	309	SINE|Alu:238	77.0	77.0	0	SINE/Alu
non-coding	CHS.47824.6	CHS.47824	chr6:151391865-151403484:+	11484	2	15	3.38619446666667	10.832154	1e-28	EHH59362.1, hypothetical protein EGM_09449, partial [Macaca fascicularis]	5.12e-24	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	309	SINE|Alu:238	77.0	77.0	0	SINE/Alu
coding	CHS.42185.1	CHS.42185	chr5:1185599-1193825:-	3292	3	1	2.254098	2.254098	2e-162	EAX08176.1, hCG2038677, partial [Homo sapiens]	-	-	-	-	-	-	-	-	-	-
non-coding	CHS.4230.8	CHS.4230	chr1:203548646-203556133:-	6212	2	504	2.69348917460317	11.721582	-	-	-	-	-	-	-	-	-	-	-	SINE/Alu
non-coding	CHS.4230.5	CHS.4230	chr1:203548174-203556133:-	6688	2	18	1.4401915	3.194008	6e-30	EHH64647.1, hypothetical protein EGM_17921, partial [Macaca fascicularis]	7.12e-22	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2	-	-	390	SINE|Alu:243	62.3	62.3	0	SINE/Alu
discard	CHS.17910.1	CHS.17910	chr15:75665112-75673603:+	5475	2	1	1.9875	1.9875	9e-23	CAF16398.1, unnamed protein product, partial [Homo sapiens]	-	-	-	-	444	SINE|Alu:401,SINE|MIR:22	95.3	90.3	0	SINE/Alu;SINE/MIR
non-coding	CHS.54747.1	CHS.54747	chr8:143897994-143905708:-	6282	2	38	1.41583639473684	2.102268	2e-22	BAE89171.1, unnamed protein product [Macaca fascicularis]	-	-	-	-	273	SINE|Alu:273	100.0	100.0	0	SINE/Alu
non-coding	CHS.54747.5	CHS.54747	chr8:143903412-143903953:-	270	2	19	1.48574457894737	2.852764	-	-	-	-	-	-	-	-	-	-	-	SINE/Alu
discard	CHS.37633.1	CHS.37633	chr3:71653018-71656264:+	1084	2	2	0.796608	1.185058	2e-20	EHH60270.1, hypothetical protein EGM_11598, partial [Macaca fascicularis]	5.02e-21	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	240	SINE|Alu:237	98.8	98.8	0	SINE/Alu
non-coding	CHS.33356.1	CHS.33356	chr20:34130555-34136489:-	5782	2	28	1.62881314285714	2.627685	2e-36	EAW93653.1, hCG2038420, partial [Homo sapiens]	-	-	-	-	483	Retroposon|SVA:483	100.0	100.0	0	Retroposon/SVA
discard	CHS.57687.3	CHS.57687	chrX:23695691-23697748:+	1379	2	1	1.391255	1.391255	8e-19	CAE91872.1, unnamed protein product [Homo sapiens]	1.19e-17	sp|Q8N976|YG039_HUMAN, Putative uncharacterized protein FLJ38264 OS=Homo sapiens PE=5 SV=1	-	-	435	SINE|Alu:427	98.2	98.2	0	SINE/Alu
non-coding	CHS.43127.1	CHS.43127	chr5:72532126-72532814:-	689	1	1	20.138081	20.138081	7e-32	EHH20232.1, hypothetical protein EGK_03041, partial [Macaca mulatta]	1.03e-22	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	270	SINE|Alu:256	94.8	94.8	0	SINE/Alu
discard	CHS.58259.1	CHS.58259	chrX:72177845-72179997:-	2105	2	6	1.22908566666667	1.89385	5e-82	AAK08113.1, FKSG69 [Homo sapiens]	-	-	-	-	375	Retroposon|SVA:375	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.21157.1	CHS.21157	chr17:7142269-7173353:-	3462	2	20	2.02931745	5.140076	1e-30	EHH61346.1, hypothetical protein EGM_19342, partial [Macaca fascicularis]	6.60e-24	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	369	SINE|Alu:235,SINE|MIR:66	81.6	63.7	0	SINE/Alu;SINE/MIR
discard	CHS.23956.1	CHS.23956	chr18:140315-142608:-	2211	2	2	1.2820875	1.300493	2e-31	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	2.06e-21	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	252	SINE|Alu:219	86.9	86.9	0	SINE/Alu
non-coding	CHS.56176.1	CHS.56176	chr9:96619963-96625501:+	4637	3	33	1.48207260606061	2.524866	3e-27	EAW48014.1, hCG2030582 [Homo sapiens]	2.64e-16	sp|E7EU14|PP5D1_HUMAN, Protein PPP5D1 OS=Homo sapiens GN=PPP5D1 PE=2 SV=2	-	-	252	SINE|Alu:214	84.9	84.9	0	SINE/Alu
discard	CHS.55046.1	CHS.55046	chr9:6678950-6690584:-	2658	2	4	3.07366025	4.634559	2e-37	BAB93502.1, OK/SW-CL.41 [Homo sapiens]	1.46e-27	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	387	SINE|Alu:387	100.0	100.0	0	SINE/Alu
discard	CHS.29412.1	CHS.29412	chr2:46767342-46773561:-	2509	2	1	1.008789	1.008789	3e-33	EHH20232.1, hypothetical protein EGK_03041, partial [Macaca mulatta]	1.24e-23	sp|Q8WTZ3|YS049_HUMAN, Zinc finger protein ENSP00000375192 OS=Homo sapiens PE=2 SV=1	-	-	258	SINE|Alu:248	96.1	96.1	0	SINE/Alu
discard	CHS.16723.1	CHS.16723	chr15:21769262-21775671:-	6160	2	1	1.889785	1.889785	5e-39	EHH55556.1, hypothetical protein EGM_04788, partial [Macaca fascicularis]	6.20e-38	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	360	SINE|Alu:279	77.5	77.5	0	SINE/Alu
coding	CHS.34098.1	CHS.34098	chr20:62296531-62299283:+	2217	2	6	1.04369033333333	1.411968	3e-44	EAW75376.1, hCG2045304 [Homo sapiens]	-	-	-	-	-	-	-	-	-	-
discard	CHS.13539.1	CHS.13539	chr13:21881677-21905587:+	3465	2	1	1.010949	1.010949	5e-34	BAC85788.1, unnamed protein product [Homo sapiens]	3.44e-23	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1	-	-	402	Simple_repeat:75,SINE|Alu:233	76.6	58.0	0	SINE/Alu;Simple_repeat
discard	CHS.22391.1	CHS.22391	chr17:44278487-44281718:-	2868	2	29	0.919661310344828	2.405984	1e-41	AAG35515.1, PRO2550 [Homo sapiens]	9.50e-27	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1	-	-	411	SINE|Alu:309	75.2	75.2	0	SINE/Alu
non-coding	CHS.38342.1	CHS.38342	chr3:129365695-129377046:+	11352	1	7138	5.77808547436256	19.699305	4e-24	EAW55411.1, hCG1979495 [Homo sapiens]	-	-	-	-	606	SINE|Alu:305	50.3	50.3	0	SINE/Alu
coding	CHS.35104.1	CHS.35104	chr22:16354622-16354937:+	316	1	1	37.065403	37.065403	1e-20	CAF00704.1, unnamed protein product, partial [Homo sapiens]	-	-	-	2.20E-06	-	-	-	-	-	Simple_repeat
discard	CHS.29290.1	CHS.29290	chr2:42013736-42014558:-	774	2	1	1.498034	1.498034	2e-42	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	222	Retroposon|SVA:222	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.24099.2	CHS.24099	chr18:9008787-9017655:-	2020	2	64	2.32232440625	5.356728	5e-39	AAG35515.1, PRO2550 [Homo sapiens]	8.56e-31	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1	-	-	342	SINE|Alu:296	86.5	86.5	0	SINE/Alu
non-coding	CHS.24099.3	CHS.24099	chr18:9008787-9017655:-	1793	2	17	1.80023411764706	2.935598	5e-39	AAG35515.1, PRO2550 [Homo sapiens]	8.56e-31	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1	-	-	342	SINE|Alu:296	86.5	86.5	0	SINE/Alu
non-coding	CHS.59084.2	CHS.59084	chrX:154453779-154457682:+	3904	1	624	2.99571378525641	16.441594	6e-28	CAF16398.1, unnamed protein product, partial [Homo sapiens]	-	-	-	-	360	SINE|Alu:331	91.9	91.9	0	SINE/Alu
non-coding	CHS.59084.1	CHS.59084	chrX:154451762-154457939:+	5671	2	13	2.07807384615385	4.389311	9e-27	CAF16398.1, unnamed protein product, partial [Homo sapiens]	-	-	-	-	360	SINE|Alu:331	91.9	91.9	0	SINE/Alu
non-coding	CHS.40741.3	CHS.40741	chr4:78548363-78549043:+	681	1	502	10.7428583326693	77.605537	2e-42	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	222	Retroposon|SVA:222	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.40741.4	CHS.40741	chr4:78548503-78549057:+	555	1	1910	2.01383246335079	23.993217	2e-42	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	222	Retroposon|SVA:222	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.40741.1	CHS.40741	chr4:78548288-78549043:+	629	2	45	20.5185140222222	78.673271	5e-41	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	222	Retroposon|SVA:222	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.40741.2	CHS.40741	chr4:78548311-78549046:+	658	2	2	9.5148785	16.455717	5e-41	AAP34472.1, LP3428 [Homo sapiens]	-	-	-	-	222	Retroposon|SVA:222	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.47899.3	CHS.47899	chr6:157235068-157235955:+	888	1	891	3.90698062514029	313.618408	7e-20	EHH21360.1, hypothetical protein EGK_04398, partial [Macaca mulatta]	1.19e-18	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	228	SINE|Alu:205	89.9	89.9	0	SINE/Alu
non-coding	CHS.47899.1	CHS.47899	chr6:157234242-157235611:+	1370	1	1	558.05426	558.05426	7e-20	EHH21360.1, hypothetical protein EGK_04398, partial [Macaca mulatta]	1.19e-18	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	228	SINE|Alu:205	89.9	89.9	0	SINE/Alu
non-coding	CHS.47899.2	CHS.47899	chr6:157234690-157235719:+	1030	1	2	88.254936	151.792038	7e-20	EHH21360.1, hypothetical protein EGK_04398, partial [Macaca mulatta]	1.19e-18	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	228	SINE|Alu:205	89.9	89.9	0	SINE/Alu
discard	CHS.19177.1	CHS.19177	chr16:14959806-14972042:-	2747	2	1	3.672373	3.672373	3e-36	EHH19734.1, hypothetical protein EGK_02450, partial [Macaca mulatta]	3.02e-30	sp|Q8N7I0|GVQW1_HUMAN, Protein GVQW1 OS=Homo sapiens GN=GVQW1 PE=2 SV=1	-	-	327	SINE|Alu:269	82.3	82.3	0	SINE/Alu
discard	CHS.18979.1	CHS.18979	chr16:4600774-4606217:-	4310	2	2	1.86519	1.908948	1e-17	EHH17280.1, hypothetical protein EGK_13646, partial [Macaca mulatta]	-	-	-	-	726	SINE|Alu:184	25.3	25.3	0	SINE/Alu
non-coding	CHS.26665.2	CHS.26665	chr19:39053318-39063259:+	9632	2	13	1.84306846153846	2.848049	1e-47	AAG35515.1, PRO2550 [Homo sapiens]	9.12e-33	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2	-	-	408	SINE|Alu:311	76.2	76.2	0	SINE/Alu
non-coding	CHS.11643.1	CHS.11643	chr12:51857665-51858073:-	409	1	2	10.117918	18.302229	4e-31	EHH16997.1, hypothetical protein EGK_13278, partial [Macaca mulatta]	5.23e-23	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	201	SINE|Alu:201	100.0	100.0	0	SINE/Alu
coding	CHS.40366.2	CHS.40366	chr4:49321214-49335310:-	7052	2	22	1.28576959090909	2.265231	3e-19	CAE92058.1, unnamed protein product [Homo sapiens]	-	-	-	-	-	-	-	-	-	Satellite/centr
non-coding	CHS.21183.1	CHS.21183	chr17:7377118-7377719:-	602	1	1	29.991617	29.991617	5e-19	CAF14439.1, unnamed protein product, partial [Homo sapiens]	-	-	-	-	228	SINE|Alu:227	99.6	99.6	0	SINE/Alu
discard	CHS.433.1	CHS.433	chr1:12512562-12523273:-	1046	2	1	1.109208	1.109208	6e-43	CAD69516.1, unnamed protein product [Homo sapiens]	4.94e-40	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	387	DNA|hAT-Tip100:79,SINE|Alu:308	100.0	79.6	0	SINE/Alu;DNA/hAT-Tip100
discard	CHS.34074.1	CHS.34074	chr20:60990583-60999330:-	8431	2	5	1.2684266	1.671238	6e-46	BAB15071.1, unnamed protein product [Homo sapiens]	1.39e-37	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	420	SINE|Alu:292	69.5	69.5	0	SINE/Alu
coding	CHS.39891.1	CHS.39891	chr4:9374626-9381368:-	1046	2	98	1.49583005102041	3.33778	3e-24	EAW88631.1, hCG2005545 [Homo sapiens]	-	-	-	-	-	-	-	-	-	-
non-coding	CHS.3174.2	CHS.3174	chr1:153588248-153590245:-	1998	1	630	1.85551834761905	22.39982	2e-25	EHH20620.1, hypothetical protein EGK_03509, partial [Macaca mulatta]	9.23e-21	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	216	SINE|Alu:216	100.0	100.0	0	SINE/Alu
discard	CHS.56862.1	CHS.56862	chr9:128437418-128439464:+	1977	2	1	12.207221	12.207221	5e-25	EHH27277.1, hypothetical protein EGK_17439, partial [Macaca mulatta]	1.13e-19	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	849	Simple_repeat:357,SINE|Alu:458	96.0	53.9	0	SINE/Alu;Simple_repeat
discard	CHS.49825.1	CHS.49825	chr7:5781799-5790133:+	4288	2	1	1.034671	1.034671	2e-30	EHH22620.1, hypothetical protein EGK_05928, partial [Macaca mulatta]	5.93e-31	sp|A0A096LPI5|GVQW2_HUMAN, Protein GVQW2 OS=Homo sapiens GN=GVQW2 PE=4 SV=1	-	-	375	SINE|Alu:375	100.0	100.0	0	SINE/Alu
non-coding	CHS.13075.2	CHS.13075	chr12:122905327-122910609:+	5283	1	839	3.42447807151371	16.598692	2e-51	CAD69798.1, unnamed protein product [Homo sapiens]	4.34e-18	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	486	SINE|Alu:465	95.7	95.7	0	SINE/Alu
non-coding	CHS.43209.7	CHS.43209	chr5:76811515-76815154:+	3640	1	120	4.31343953333333	17.208014	2e-23	EAX05948.1, hCG2027609 [Homo sapiens]	-	-	-	-	366	Retroposon|SVA:366	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.43209.8	CHS.43209	chr5:76811522-76817887:+	6315	2	17	2.42365117647059	4.549298	1e-22	EAX05948.1, hCG2027609 [Homo sapiens]	-	-	-	-	315	Retroposon|SVA:315	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.43209.4	CHS.43209	chr5:76811509-76817849:+	6164	2	15	1.98365013333333	4.955938	2e-22	EAX05948.1, hCG2027609 [Homo sapiens]	-	-	-	-	366	Retroposon|SVA:366	100.0	100.0	0	Retroposon/SVA
discard	CHS.8814.2	CHS.8814	chr11:59698662-59704330:+	2481	2	1	6.217813	6.217813	1e-43	EAW51232.1, hCG1820357 [Homo sapiens]	-	-	-	-	222	Retroposon|SVA:222	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.411.1	CHS.411	chr1:11893729-11896906:+	1913	2	15	1.58630313333333	2.917646	-	-	-	-	-	-	-	-	-	-	-	SINE/Alu
non-coding	CHS.411.2	CHS.411	chr1:11893762-11897490:+	2187	2	7	1.30738514285714	1.678423	1e-15	EAW64091.1, hCG1813943 [Homo sapiens]	-	-	-	-	285	SINE|Alu:158	55.4	55.4	0	SINE/Alu
non-coding	CHS.7532.1	CHS.7532	chr10:129398876-129404514:-	5345	2	15	1.450201	3.552701	7e-28	EHH20620.1, hypothetical protein EGK_03509, partial [Macaca mulatta]	1.67e-22	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	372	SINE|Alu:225,SINE|MIR:63	77.4	60.5	0	SINE/Alu;SINE/MIR
discard	CHS.50911.1	CHS.50911	chr7:74274387-74280035:-	3581	3	5	1.0449102	2.042969	5e-32	EHH20263.1, hypothetical protein EGK_03078, partial [Macaca mulatta]	2.87e-19	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	366	SINE|Alu:321	87.7	87.7	0	SINE/Alu
non-coding	CHS.25323.5	CHS.25323	chr19:3349155-3354402:+	5248	1	414	2.25917574396135	16.183481	4e-46	EHH60270.1, hypothetical protein EGM_11598, partial [Macaca fascicularis]	2.19e-40	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	534	SINE|MIR:10,SINE|Alu:486,Simple_repeat:28	98.1	91.0	0	SINE/Alu;Simple_repeat;SINE/MIR
non-coding	CHS.25323.1	CHS.25323	chr19:3312512-3353040:+	4182	2	16	4.12145675	8.521939	2e-38	EHH66747.1, hypothetical protein EGM_03796, partial [Macaca fascicularis]	9.22e-19	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	412	SINE|Alu:410	99.5	99.5	0	SINE/Alu;Simple_repeat;SINE/MIR
coding	CHS.18850.6	CHS.18850	chr16:2678254-2680000:+	1747	1	793	7.29076670617907	31.71348	3e-94	EAW85493.1, hCG1992413 [Homo sapiens]	-	-	-	-	-	-	-	-	-	-
coding	CHS.18850.5	CHS.18850	chr16:2677681-2682392:+	3756	2	15	4.04865013333333	6.557202	2e-92	EAW85493.1, hCG1992413 [Homo sapiens]	-	-	-	-	-	-	-	-	-	-
coding	CHS.18850.3	CHS.18850	chr16:2677656-2682354:+	4049	2	13	2.84375061538462	7.131066	2e-92	EAW85493.1, hCG1992413 [Homo sapiens]	-	-	-	-	-	-	-	-	-	-
non-coding	CHS.19132.1	CHS.19132	chr16:12627845-12630464:-	1724	2	29	1.98937862068966	3.320347	2e-20	AAF69654.1, PRO2822 [Homo sapiens]	-	-	-	-	297	SINE|Alu:235	79.1	79.1	0	SINE/Alu
non-coding	CHS.20428.1	CHS.20428	chr16:80918428-80932819:-	4883	2	34	1.48031652941176	3.754251	1e-26	CAE89712.1, unnamed protein product [Homo sapiens]	8.14e-22	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	-	-	-	-	-	SINE/Alu
non-coding	CHS.4394.1	CHS.4394	chr1:208455308-208456135:-	828	1	14	7.57772657142857	30.633238	2e-45	EHH20863.1, hypothetical protein EGK_03802, partial [Macaca mulatta]	3.60e-33	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	313	SINE|Alu:294	93.9	93.9	0	SINE/Alu
discard	CHS.49745.1	CHS.49745	chr7:2452990-2456745:+	943	2	1	2.367546	2.367546	2e-17	EHH27424.1, hypothetical protein EGK_17617, partial [Macaca mulatta]	1.26e-16	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1	-	-	195	SINE|Alu:195	100.0	100.0	0	SINE/Alu
non-coding	CHS.27631.1	CHS.27631	chr19:55523504-55527816:-	3255	2	217	1.96463941935484	11.471999	3e-29	EHH65544.1, hypothetical protein EGM_02322, partial [Macaca fascicularis]	2.06e-16	sp|A0A096LPI5|GVQW2_HUMAN, Protein GVQW2 OS=Homo sapiens GN=GVQW2 PE=4 SV=1	-	-	381	SINE|Alu:316,DNA|TcMar-Tigger:65	100.0	82.9	0	SINE/Alu;DNA/TcMar-Tigger
discard	CHS.30108.1	CHS.30108	chr2:87359247-87372067:+	12821	1	1	1.792832	1.792832	7e-16	CAF16784.1, unnamed protein product, partial [Homo sapiens]	-	-	-	-	264	SINE|Alu:160	60.6	60.6	0	SINE/Alu
discard	CHS.47922.3	CHS.47922	chr6:158218270-158231968:+	3089	2	1	5.368241	5.368241	5e-34	EAW68953.1, hCG1814039, partial [Homo sapiens]	1.84e-33	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	324	SINE|Alu:239,Simple_repeat:11,SINE|MIR:72	99.4	73.8	0	SINE/Alu;SINE/MIR;Simple_repeat
discard	CHS.17710.1	CHS.17710	chr15:70041954-70045206:-	2636	2	2	0.94246	1.365377	2e-22	EHH24426.1, hypothetical protein EGK_08082, partial [Macaca mulatta]	-	-	-	-	231	SINE|Alu:176,DNA|TcMar-Tigger:18	84.0	76.2	0	SINE/Alu;DNA/TcMar-Tigger
discard	CHS.5798.1	CHS.5798	chr10:28921193-28926473:-	2996	2	7	2.142738	4.322583	5e-34	EAW56745.1, zinc finger protein 30 homolog (mouse), partial [Homo sapiens]	2.86e-22	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	396	SINE|Alu:326	82.3	82.3	0	SINE/Alu
discard	CHS.35757.1	CHS.35757	chr22:37109788-37110764:+	709	2	2	1.885106	3.125084	2e-26	EHH51986.1, hypothetical protein EGM_12342, partial [Macaca fascicularis]	1.92e-21	sp|Q6UX73|CP089_HUMAN, UPF0764 protein C16orf89 OS=Homo sapiens GN=C16orf89 PE=1 SV=2	-	-	249	SINE|Alu:249	100.0	100.0	0	SINE/Alu
coding	CHS.40137.3	CHS.40137	chr4:30719198-30720278:-	986	2	2	2.3038545	3.219852	8e-31	EPQ17012.1, hypothetical protein D623_10022276 [Myotis brandtii]	-	-	-	-	-	-	-	-	-	-
discard	CHS.50836.1	CHS.50836	chr7:70927201-70931646:+	1514	4	4	1.5919735	2.144089	1e-31	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	2.05e-24	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	270	Simple_repeat:48,SINE|Alu:204	93.3	75.6	0	SINE/Alu;Simple_repeat
discard	CHS.24924.1	CHS.24924	chr18:73272198-73275251:-	1403	2	1	1.407371	1.407371	9e-18	EAW63099.1, hCG2040866, partial [Homo sapiens]	1.54e-16	sp|Q96MD7|CI085_HUMAN, Uncharacterized protein C9orf85 OS=Homo sapiens GN=C9orf85 PE=1 SV=1	-	-	213	SINE|Alu:163	76.5	76.5	0	SINE/Alu
non-coding	CHS.50749.1	CHS.50749	chr7:64492176-64496654:+	3436	2	11	2.57514236363636	6.164465	3e-18	EHH18929.1, hypothetical protein EGK_19508, partial [Macaca mulatta]	-	-	-	-	219	SINE|Alu:219	100.0	100.0	0	SINE/Alu
discard	CHS.10606.1	CHS.10606	chr12:41224-43313:-	2051	2	1	1.06652	1.06652	5e-85	AAK08113.1, FKSG69 [Homo sapiens]	-	-	-	-	375	Retroposon|SVA:375	100.0	100.0	0	Retroposon/SVA
non-coding	CHS.39051.1	CHS.39051	chr3:179535416-179536095:+	680	1	11	7.35671572727273	19.347336	4e-37	BAB93502.1, OK/SW-CL.41 [Homo sapiens]	4.11e-33	sp|Q8N2A0|CX062_HUMAN, Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	-	-	372	SINE|Alu:297	79.8	79.8	0	SINE/Alu
coding	CHS.27830.1	CHS.27830	chr19_GL383573v1_alt:312598-315095:-	2333	2	2	1.853658	2.458041	1e-16	XP_017808319.1, PREDICTED: uncharacterized protein LOC103879999 [Papio anubis]	-	-	-	-	-	-	-	-	-	Satellite
non-coding	CHS.56481.1	CHS.56481	chr9:111942479-111952702:-	2627	4	44	3.67898109090909	17.61315	-	-	-	-	-	-	-	-	-	-	-	SINE/Alu
non-coding	CHS.56481.3	CHS.56481	chr9:111943109-111952702:-	2207	3	10	3.0755652	4.215972	-	-	-	-	-	-	-	-	-	-	-	SINE/Alu
non-coding	CHS.56481.5	CHS.56481	chr9:111950423-111952691:-	2059	2	6	1.6363035	2.707879	8e-33	EHH18952.1, hypothetical protein EGK_19543, partial [Macaca mulatta]	5.21e-29	sp|Q86U02|CN165_HUMAN, Putative uncharacterized protein encoded by LINC00596 OS=Homo sapiens GN=LINC00596 PE=5 SV=1	-	-	270	SINE|Alu:244	90.4	90.4	0	SINE/Alu
coding	CHS.50308.1	CHS.50308	chr7:32838959-32844560:+	1348	2	1	4.099326	4.099326	1e-35	EAW93999.1, hCG2010098 [Homo sapiens]	-	-	-	-	-	-	-	-	-	Simple_repeat
